13.8575 319.833 140.266 
-1.66114e-05 319.833 143.982 
-1.66114e-05 221.966 141.86 
13.8575 208.108 137.843 
-1.66114e-05 208.108 141.87 
-1.66114e-05 110.241 143.402 
13.8575 96.3835 139.592 
13.8575 2000 208.579 
81.094 29.147 122.994 
125.579 96.3835 107.568 
125.579 3.2821 111.271 
125.579 2000 189.74 
218.684 3.2821 92.5376 
237.304 96.3835 84.3988 
237.304 2.31983 88.7209 
237.304 2000 188.428 
331.368 2.31983 78.6283 
349.029 96.3835 92.5733 
349.029 2.65029 79.9664 
349.029 2000 195.514 
442.765 2.65029 95.0292 
460.754 96.3835 124.008 
460.754 4.03055 100.443 
460.754 2000 194.773 
553.107 4.03055 125.051 
572.476 96.3835 147.284 
572.476 5.19699 129.315 
572.476 2000 204.009 
663.662 5.19699 134.321 
684.201 96.3835 138.41 
684.201 4.7369 132.662 
684.201 2000 227.788 
775.85 4.7369 119.906 
795.925 96.3835 131.259 
795.925 4.38048 118.571 
795.925 2000 260.525 
887.932 4.38048 121.519 
907.65 96.3835 150.048 
907.65 5.346 125.1 
907.65 2000 303.96 
998.688 5.346 126.153 
1019.37 96.3835 145.291 
1019.37 5.09325 125.216 
1019.37 2000 348.351 
1110.66 5.09325 110.552 
1131.09 96.3835 112.6 
1131.09 3.50566 104.432 
1131.09 2000 359.046 
1223.97 3.50566 92.6964 
1242.82 96.3835 87.305 
1242.82 2.43647 88.4423 
1242.82 2000 333.148 
1336.77 2.43647 71.0856 
1354.55 96.3835 68.0854 
1354.55 1.701 68.027 
1354.55 2000 296.835 
1449.23 1.701 48.6713 
1466.27 96.3835 51.6197 
1466.27 1.11778 46.1279 
1466.27 2000 254.953 
1561.54 1.11778 34.6777 
1578 96.3835 42.9948 
1578 0.829412 33.3785 
1578 2000 209.329 
1673.55 0.829412 27.3521 
1689.71 96.3835 36.518 
1689.71 0.618835 26.393 
1689.71 2000 175.933 
1785.49 0.618835 20.7295 
1801.44 96.3835 27.4687 
1801.44 0.333714 19.4141 
1801.44 2000 155.967 
1897.5 0.333714 14.7096 
1913.17 2000 124.4 
-1.66114e-05 96.3835 142.69 
13.8575 29.147 134.823 
125.579 1883.97 198.881 
125.579 1772.25 199.924 
125.579 1660.52 193.11 
125.579 1548.8 199.173 
125.579 1437.07 198.936 
13.8575 1437.07 216.753 
125.579 1325.35 184.009 
125.579 1213.63 165.188 
125.579 1101.9 147.031 
125.579 990.176 136.083 
125.579 878.455 136.734 
125.579 766.73 135.351 
125.579 655.005 124.811 
125.579 543.28 116.076 
125.579 431.558 114.421 
125.579 319.833 108.414 
125.579 208.108 104.717 
237.304 1883.97 179.548 
237.304 1772.25 173.262 
237.304 1660.52 167.216 
237.304 1548.8 165.943 
237.304 1437.07 162.152 
237.304 1325.35 152.494 
237.304 1213.63 143.642 
237.304 1101.9 138.244 
237.304 990.176 131.149 
237.304 878.455 124.03 
237.304 766.73 119.562 
237.304 655.005 112.982 
237.304 543.28 106.334 
237.304 431.558 102.371 
237.304 319.833 97.4786 
237.304 208.108 91.6466 
349.029 1883.97 176.463 
349.029 1772.25 166.458 
349.029 1660.52 161.53 
349.029 1548.8 157.244 
349.029 1437.07 151.881 
349.029 1325.35 148.554 
349.029 1213.63 148.739 
349.029 1101.9 151.966 
349.029 990.176 147.524 
349.029 878.455 139.022 
349.029 766.73 141.653 
349.029 655.005 140.72 
349.029 543.28 139.628 
349.029 431.558 139.109 
349.029 319.833 131.09 
349.029 208.108 115.198 
460.754 1883.97 184.755 
460.754 1772.25 182.93 
460.754 1660.52 185.759 
460.754 1548.8 185.678 
460.754 1437.07 175.692 
460.754 1325.35 172.177 
460.754 1213.63 177.75 
460.754 1101.9 178.527 
460.754 990.176 175.132 
460.754 878.455 171.104 
460.754 766.73 176.875 
460.754 655.005 179.969 
460.754 543.28 185.079 
460.754 431.558 185.215 
460.754 319.833 170.213 
460.754 208.108 147.472 
572.476 1883.97 202.762 
572.476 1772.25 206.728 
572.476 1660.52 220.919 
572.476 1548.8 230.523 
572.476 1437.07 212.398 
572.476 1325.35 205.533 
572.476 1213.63 220.233 
572.476 1101.9 216.895 
572.476 990.176 212.019 
572.476 878.455 220.599 
572.476 766.73 228.912 
572.476 655.005 223.051 
572.476 543.28 211.374 
572.476 431.558 195.08 
572.476 319.833 175.297 
572.476 208.108 158.407 
684.201 1883.97 232.152 
684.201 1772.25 238.96 
684.201 1660.52 261.125 
684.201 1548.8 271.201 
684.201 1437.07 249.82 
684.201 1325.35 244.766 
684.201 1213.63 263.636 
684.201 1101.9 261.581 
684.201 990.176 246.153 
684.201 878.455 251.252 
684.201 766.73 254.437 
684.201 655.005 235.856 
684.201 543.28 208.277 
684.201 431.558 180.727 
684.201 319.833 160.753 
684.201 208.108 144.689 
795.925 1883.97 273.462 
795.925 1772.25 283.046 
795.925 1660.52 290.703 
795.925 1548.8 284.213 
795.925 1437.07 270.495 
795.925 1325.35 274.127 
795.925 1213.63 280.821 
795.925 1101.9 260.713 
795.925 990.176 234.501 
795.925 878.455 238.5 
795.925 766.73 238.979 
795.925 655.005 213.633 
795.925 543.28 188.892 
795.925 431.558 171.312 
795.925 319.833 159.188 
795.925 208.108 146.629 
907.65 1883.97 318.777 
907.65 1772.25 310.509 
907.65 1660.52 286.999 
907.65 1548.8 262.945 
907.65 1437.07 249.804 
907.65 1325.35 262.955 
907.65 1213.63 273.864 
907.65 1101.9 243.794 
907.65 990.176 202.429 
907.65 878.455 202.733 
907.65 766.73 214.948 
907.65 655.005 199.16 
907.65 543.28 187.858 
907.65 431.558 183.241 
907.65 319.833 180.941 
907.65 208.108 174.393 
1019.37 1883.97 345.118 
1019.37 1772.25 312.501 
1019.37 1660.52 271.609 
1019.37 1548.8 232.279 
1019.37 1437.07 207.742 
1019.37 1325.35 223.68 
1019.37 1213.63 249.963 
1019.37 1101.9 241.143 
1019.37 990.176 196.412 
1019.37 878.455 173.758 
1019.37 766.73 179.742 
1019.37 655.005 174.623 
1019.37 543.28 177.338 
1019.37 431.558 188.775 
1019.37 319.833 188.604 
1019.37 208.108 170.913 
1131.09 1883.97 338.46 
1131.09 1772.25 300.96 
1131.09 1660.52 252.075 
1131.09 1548.8 204.911 
1131.09 1437.07 176.609 
1131.09 1325.35 180.014 
1131.09 1213.63 200.128 
1131.09 1101.9 207.71 
1131.09 990.176 179.188 
1131.09 878.455 150.692 
1131.09 766.73 147.718 
1131.09 655.005 142.204 
1131.09 543.28 141.64 
1131.09 431.558 159.278 
1131.09 319.833 159.233 
1131.09 208.108 133.964 
1242.82 1883.97 306.387 
1242.82 1772.25 271.956 
1242.82 1660.52 229.81 
1242.82 1548.8 201.402 
1242.82 1437.07 186.109 
1242.82 1325.35 170.123 
1242.82 1213.63 157.837 
1242.82 1101.9 151.162 
1242.82 990.176 138.39 
1242.82 878.455 124.977 
1242.82 766.73 125.417 
1242.82 655.005 122.488 
1242.82 543.28 116.549 
1242.82 431.558 128.055 
1242.82 319.833 125.822 
1242.82 208.108 102.17 
1354.55 1883.97 273.744 
1354.55 1772.25 235.671 
1354.55 1660.52 200.605 
1354.55 1548.8 189.326 
1354.55 1437.07 195.783 
1354.55 1325.35 187.486 
1354.55 1213.63 157.561 
1354.55 1101.9 128.933 
1354.55 990.176 110.241 
1354.55 878.455 101.639 
1354.55 766.73 104.403 
1354.55 655.005 103.233 
1354.55 543.28 96.6168 
1354.55 431.558 99.5425 
1354.55 319.833 94.8348 
1354.55 208.108 78.3335 
1466.27 1883.97 252.759 
1466.27 1772.25 217.566 
1466.27 1660.52 178.683 
1466.27 1548.8 159.282 
1466.27 1437.07 165.386 
1466.27 1325.35 169.643 
1466.27 1213.63 150.618 
1466.27 1101.9 126.123 
1466.27 990.176 101.47 
1466.27 878.455 86.0026 
1466.27 766.73 85.7239 
1466.27 655.005 85.4226 
1466.27 543.28 79.1791 
1466.27 431.558 76.8496 
1466.27 319.833 73.0912 
1466.27 208.108 62.2728 
1578 1883.97 221.6 
1578 1772.25 203.258 
1578 1660.52 166.565 
1578 1548.8 138.128 
1578 1437.07 132.257 
1578 1325.35 133.433 
1578 1213.63 120.978 
1578 1101.9 104.419 
1578 990.176 90.9079 
1578 878.455 77.355 
1578 766.73 69.9613 
1578 655.005 69.7604 
1578 543.28 64.3529 
1578 431.558 64.2265 
1578 319.833 67.9266 
1578 208.108 58.2876 
1689.71 1883.97 173.039 
1689.71 1772.25 173.771 
1689.71 1660.52 147.171 
1689.71 1548.8 117.152 
1689.71 1437.07 105.605 
1689.71 1325.35 102.011 
1689.71 1213.63 95.5282 
1689.71 1101.9 84.632 
1689.71 990.176 76.0072 
1689.71 878.455 67.0972 
1689.71 766.73 57.6817 
1689.71 655.005 55.8835 
1689.71 543.28 52.8509 
1689.71 431.558 51.1726 
1689.71 319.833 55.8349 
1689.71 208.108 50.1746 
1801.44 1883.97 135.017 
1801.44 1772.25 141.245 
1801.44 1660.52 130.595 
1801.44 1548.8 107.374 
1801.44 1437.07 90.4964 
1801.44 1325.35 79.0657 
1801.44 1213.63 72.0511 
1801.44 1101.9 66.1738 
1801.44 990.176 60.2446 
1801.44 878.455 53.4632 
1801.44 766.73 46.1408 
1801.44 655.005 45.7974 
1801.44 543.28 45.1526 
1801.44 431.558 37.9274 
1801.44 319.833 36.207 
1801.44 208.108 34.8592 
2000 1325.35 62.6347 
