2000 2000 100.027 
1923.89 2000 121.389 
1913.17 1995.7 123.467 
2000 1995.7 99.0936 
1913.17 1883.97 109.415 
2000 1883.97 90.9543 
2000 1908.87 94.085 
1913.17 1772.25 108.469 
2000 1772.25 86.5407 
2000 1797.14 86.7515 
1913.17 1660.52 107.157 
2000 1660.52 86.0167 
2000 1685.41 86.3091 
1913.17 1548.8 96.8857 
2000 1548.8 80.9006 
2000 1573.69 83.1888 
1913.17 1437.07 82.6135 
2000 1437.07 71.2869 
2000 1461.96 74.4667 
1913.17 1325.35 70.1136 
2000 1325.35 62.6372 
2000 1350.24 65.4222 
1913.17 1213.63 59.859 
2000 1213.63 53.7878 
2000 1238.52 56.0724 
1913.17 1101.9 51.0268 
2000 1101.9 44.3235 
2000 1126.79 46.2913 
1913.17 990.176 45.4864 
2000 990.176 37.0355 
2000 1015.07 38.2699 
1913.17 878.455 40.7106 
2000 878.455 31.877 
2000 903.346 32.941 
1913.17 766.73 35.5784 
2000 766.73 29.7011 
2000 791.622 30.8445 
1913.17 655.005 38.7472 
2000 655.005 33.0385 
2000 679.897 32.3326 
1913.17 543.28 38.488 
2000 543.28 31.3918 
2000 568.172 31.4496 
1913.17 431.558 29.714 
2000 431.558 23.2701 
2000 456.449 25.2249 
1913.17 319.833 24.0635 
2000 319.833 16.3403 
2000 344.725 17.5993 
1913.17 208.108 21.6464 
2000 208.108 12.838 
2000 233 13.3765 
1913.17 96.3835 18.374 
2000 96.3835 10.2178 
2000 121.275 10.9469 
1913.17 0.0550815 13.4168 
2000 0.0550815 6.85684 
2000 9.54661 7.34529 
13.8575 1995.7 208.423 
125.579 1995.7 189.585 
121.278 2000 190.467 
24.5856 2000 206.77 
237.304 1995.7 187.758 
233.003 2000 187.983 
136.307 2000 189.565 
349.029 1995.7 194.653 
344.728 2000 195.058 
248.032 2000 189.09 
460.754 1995.7 194.313 
456.452 2000 195.187 
359.757 2000 195.481 
572.476 1995.7 203.738 
568.174 2000 203.835 
471.482 2000 195.678 
684.201 1995.7 227.762 
679.899 2000 227.108 
583.204 2000 206.315 
795.925 1995.7 260.966 
791.624 2000 259.713 
695.255 2000 231.073 
907.65 1995.7 304.722 
903.35 2000 302.597 
810.046 2000 266.055 
1019.37 1995.7 348.98 
1015.07 2000 346.515 
927.292 2000 311.741 
1131.09 1995.7 358.937 
1126.79 2000 357.924 
1040.91 2000 350.27 
1242.82 1995.7 332.486 
1238.52 2000 333.613 
1148.24 2000 354.986 
1354.55 1995.7 296.36 
1350.24 2000 298.413 
1256.24 2000 328.81 
1466.27 1995.7 254.862 
1461.97 2000 256.935 
1365.27 2000 292.85 
1578 1995.7 209.119 
1573.7 2000 210.972 
1477 2000 250.561 
1689.71 1995.7 174.931 
1685.41 2000 176.456 
1588.73 2000 206.046 
1801.44 1995.7 154.84 
1797.14 2000 156.616 
1700.44 2000 174.004 
1908.86 2000 125.802 
1812.17 2000 152.955 
-1.66114e-05 1995.7 210.616 
9.55706 2000 209.534 
0.794545 2000 210.921 
-1.66114e-05 1897.83 225.167 
13.8575 1883.97 225.031 
-1.66114e-05 1883.97 227.487 
-1.66114e-05 1786.1 234.061 
13.8575 1772.25 232.538 
-1.66114e-05 1772.25 235.869 
-1.66114e-05 1674.38 226.654 
13.8575 1660.52 222.021 
-1.66114e-05 1660.52 225.336 
-1.66114e-05 1562.65 224.827 
13.8575 1548.8 221.441 
-1.66114e-05 1548.8 224.373 
-1.66114e-05 1450.93 220.271 
13.8575 1437.07 216.756 
-1.66114e-05 1437.07 219.86 
-1.66114e-05 1339.21 205.805 
13.8575 1325.35 200.712 
-1.66114e-05 1325.35 204.402 
-1.66114e-05 1227.48 189.883 
13.8575 1213.63 184.139 
-1.66114e-05 1213.63 188.144 
-1.66114e-05 1115.76 174.568 
13.8575 1101.9 168.642 
-1.66114e-05 1101.9 173.026 
-1.66114e-05 1004.03 167.949 
13.8575 990.176 162.849 
-1.66114e-05 990.176 167.443 
-1.66114e-05 892.312 179.169 
13.8575 878.455 176.233 
-1.66114e-05 878.455 180.909 
-1.66114e-05 780.587 186.336 
13.8575 766.73 182.428 
-1.66114e-05 766.73 187.606 
-1.66114e-05 668.862 173.706 
13.8575 655.005 166.559 
-1.66114e-05 655.005 171.642 
-1.66114e-05 557.137 161.258 
13.8575 543.28 154.704 
-1.66114e-05 543.28 158.579 
-1.66114e-05 445.416 154.956 
13.8575 431.558 150.569 
-1.66114e-05 431.558 153.521 
-1.66114e-05 333.691 144.494 
